"user_input","ai_output","confidence","source"
"-c 60950","# Kompatibilitetsinformation för 1 Symbolernas betydelse

**Artikelnummer:** 60950  

### Passar till
- COMM1 på SPCP355 Smart<br>PSU , ström- och dataanslutning, med en direktkabel  
- X-bussen  flyttas den tilldelade sektionen från tvådörrscentralen till nästa lediga sektionsnummer  
- X-bussen , flyttas den tilldelade sektionen från tvådörrscentralen till nästa lediga sektionsnummer  
- bygeln för användning av 17 Ah-batteri och ta bort för 7 Ah<br>batteri  
- denna 2-stiftsanslutning via en<br>transformator som finns i SPC inkapsling  
- dessa<br>godkända centraler  
- en dator via en standard USB-kabel typ A eller typ B  
- n korrekt i hålen på uttaget och tryck det på plats försiktigt men säkert  
- punkt 32, ström- och<br>dataanslutning enligt bilden ovan, med en direktkabel  
- standardprotokollet för SMS-telefoner  
","1.0","BS-Medium 24V"
"-c ""BS-Medium 24V""","# Kompatibilitetsinformation för 1 Symbolernas betydelse

**Artikelnummer:** 60950  

### Passar till
- COMM1 på SPCP355 Smart<br>PSU , ström- och dataanslutning, med en direktkabel  
- X-bussen  flyttas den tilldelade sektionen från tvådörrscentralen till nästa lediga sektionsnummer  
- X-bussen , flyttas den tilldelade sektionen från tvådörrscentralen till nästa lediga sektionsnummer  
- bygeln för användning av 17 Ah-batteri och ta bort för 7 Ah<br>batteri  
- denna 2-stiftsanslutning via en<br>transformator som finns i SPC inkapsling  
- dessa<br>godkända centraler  
- en dator via en standard USB-kabel typ A eller typ B  
- n korrekt i hålen på uttaget och tryck det på plats försiktigt men säkert  
- punkt 32, ström- och<br>dataanslutning enligt bilden ovan, med en direktkabel  
- standardprotokollet för SMS-telefoner  
","0.9","BS-Medium 24V"
"-c 15684","# Kompatibilitetsinformation för IT-struktur i R-CARD M5

**Artikelnummer:** 15684  

### Passar till
- AirKey-cylindern även för befintliga dörrar i kulturminnesmärkta byggnader  
- Microsoft SQL Server 2012 och senare  
- aktivering av motordrivna lås  
- alla typer av dörrar, kulturmärkta byggnader och dörrar med metallkarm  
- alla typer av nödutgångar med patenterad funktion för återställning av låsfuntionen  
- alla vanliga
- dörrbladstjocklekar  › Monteringsvideor och
- monteringsanvisningar finns att tillgå

(_page_52_Picture_21  
- alla vanliga
- dörrbladstjocklekar  › Monteringsvideor och
- monteringsanvisningar finns att tillgå
(_page_52_Picture_21  
- användning både inom- och utomhus  
- att styra andra maskiner än Electrolux samt annan typ av utrustning där man vill förhindra att utrustningen kan nyttjas utan aktiverat pass  
- branddörrar  
- de tuffaste väderförhållandena  
- dörrar enligt<br>EN 179/1125 )  <br>SKG  
- dörrar med skandinaviska lås på insidan  
- dörrar med skandinaviska lås på utsidan  
- funktion och grafiskt gränssnitt beroende på användare som hanterar larmet  
- för aktivering av motordrivna lås  
- för användning både inom- och utomhus  
- för branddörrar  
- för installation i  
- för installation i branddörrar  
- för installation i manöverskåp  
- för installation i nyckelbrytare  
- för installation i nyckelfacksrör  
- för installation i<br>branddörrar  
- för montering på vanliga dörrar med godkända regellås av nordisk standard typ ASSA 8765, 410 eller DORMA 912,919 och behöver varken DB-50 eller annan elektronik för att ansluta till undercentral UC-50  
- för montering på vanliga dörrar med godkända regellås av nordisk standardtyp ASSA 8765, 410 eller DORMA 912

och behöver varken DB-50 eller annan elektronik för att ansluta till undercentral UC-50  
- för montering på vanliga dörrar med godkända regellås av nordisk standardtyp ASSA 8765, 410 eller DORMA 912
och behöver varken DB-50 eller annan elektronik för att ansluta till undercentral UC-50  
- hänglåset för användning inom- och utomhus, och är skyddat mot vatten och damm  
- ingång för dörravkänning på DB-50  
- ingång för dörrövervakning på DIO-5084  
- ingång på centralapparat eller anslutningsenhet för det externa larmsystemet  
- installation i  
- installation i branddörrar  
- installation i manöverskåp  
- installation i nyckelbrytare  
- installation i nyckelfacksrör  
- installation i<br>branddörrar  
- kulturhistoriskt värdefulla dörrar där endast cylinderna kan bytas ut av bevarandeskäl  
- ledig ingång på DIO:n som ""Dörravkänning""  
- ledig ingång på en DIO-5084 som ""Låskolvsläge olåst""  
- montering på vanliga dörrar med godkända regellås av nordisk standard typ ASSA 8765, 410 eller DORMA 912,919 och behöver varken DB-50 eller annan elektronik för att ansluta till undercentral UC-50  
- montering på vanliga dörrar med godkända regellås av nordisk standardtyp ASSA 8765, 410 eller DORMA 912

och behöver varken DB-50 eller annan elektronik för att ansluta till undercentral UC-50  
- montering på vanliga dörrar med godkända regellås av nordisk standardtyp ASSA 8765, 410 eller DORMA 912
och behöver varken DB-50 eller annan elektronik för att ansluta till undercentral UC-50  
- nner- och ytterdörrar med höga säkerhetskrav som  
- nner- och ytterdörrar med höga säkerhetskrav som<br>utsätts för tuffa väderförhållanden  
- nner- och ytterdörrar med höga<br>säkerhetskrav som utsätts för tuffa<br>väderförhållanden  
- nnerdörrar med höga säkerhetskrav<br>som utsätts för tuffa väderförhållanden  
- nstallation i branddörrar  
- olika dörrmiljöer, till exempel garagedörrar  
- styrenheten   4 mm tjock glaspanel  <br>Händelselogg   Integrerat EAL5+-certifierat säkerhetselement  <br>ECDSA- och AES-kryptering  
- säkerhetsområden  
- utmärkt för alla typer av dörrar, kulturmärkta byggnader och dörrar med metallkarm  
- utmärkt för dörrar som avgränsar två områden  
- utomhus
- › Passar alla konventionella lås
- › Passar flerpunktslås
- › Drivs med vanliga CR2 batterier
- › 90 minuters brandskydd
- › ECDSA- och AES-kryptering för säker anslutning mellan komponenter

(_page_52_Picture_9  
- utomhus
- › Passar alla konventionella lås
- › Passar flerpunktslås
- › Drivs med vanliga CR2 batterier
- › 90 minuters brandskydd
- › ECDSA- och AES-kryptering för säker anslutning mellan komponenter
(_page_52_Picture_9  
- vanliga inner- och ytterdörrar med modullåshus av nordisk standard och behöver varken DB eller annan elektronik för att ansluta till undercentral UC-50  
- ytterdörrar med höga säkerhetskrav som<br>utsätts för tuffa väderförhållanden  
- ytterdörrar med höga säkerhetskrav<br>som utsätts för tuffa väderförhållanden  
","0.8","**IT-struktur i R-CARD M5**"
"-c ""**IT-struktur i R-CARD M5**""","# Kompatibilitetsinformation för IT-struktur i R-CARD M5

**Artikelnummer:** 15684  

### Passar till
- AirKey-cylindern även för befintliga dörrar i kulturminnesmärkta byggnader  
- Microsoft SQL Server 2012 och senare  
- aktivering av motordrivna lås  
- alla typer av dörrar, kulturmärkta byggnader och dörrar med metallkarm  
- alla typer av nödutgångar med patenterad funktion för återställning av låsfuntionen  
- alla vanliga
- dörrbladstjocklekar  › Monteringsvideor och
- monteringsanvisningar finns att tillgå

(_page_52_Picture_21  
- alla vanliga
- dörrbladstjocklekar  › Monteringsvideor och
- monteringsanvisningar finns att tillgå
(_page_52_Picture_21  
- användning både inom- och utomhus  
- att styra andra maskiner än Electrolux samt annan typ av utrustning där man vill förhindra att utrustningen kan nyttjas utan aktiverat pass  
- branddörrar  
- de tuffaste väderförhållandena  
- dörrar enligt<br>EN 179/1125 )  <br>SKG  
- dörrar med skandinaviska lås på insidan  
- dörrar med skandinaviska lås på utsidan  
- funktion och grafiskt gränssnitt beroende på användare som hanterar larmet  
- för aktivering av motordrivna lås  
- för användning både inom- och utomhus  
- för branddörrar  
- för installation i  
- för installation i branddörrar  
- för installation i manöverskåp  
- för installation i nyckelbrytare  
- för installation i nyckelfacksrör  
- för installation i<br>branddörrar  
- för montering på vanliga dörrar med godkända regellås av nordisk standard typ ASSA 8765, 410 eller DORMA 912,919 och behöver varken DB-50 eller annan elektronik för att ansluta till undercentral UC-50  
- för montering på vanliga dörrar med godkända regellås av nordisk standardtyp ASSA 8765, 410 eller DORMA 912

och behöver varken DB-50 eller annan elektronik för att ansluta till undercentral UC-50  
- för montering på vanliga dörrar med godkända regellås av nordisk standardtyp ASSA 8765, 410 eller DORMA 912
och behöver varken DB-50 eller annan elektronik för att ansluta till undercentral UC-50  
- hänglåset för användning inom- och utomhus, och är skyddat mot vatten och damm  
- ingång för dörravkänning på DB-50  
- ingång för dörrövervakning på DIO-5084  
- ingång på centralapparat eller anslutningsenhet för det externa larmsystemet  
- installation i  
- installation i branddörrar  
- installation i manöverskåp  
- installation i nyckelbrytare  
- installation i nyckelfacksrör  
- installation i<br>branddörrar  
- kulturhistoriskt värdefulla dörrar där endast cylinderna kan bytas ut av bevarandeskäl  
- ledig ingång på DIO:n som ""Dörravkänning""  
- ledig ingång på en DIO-5084 som ""Låskolvsläge olåst""  
- montering på vanliga dörrar med godkända regellås av nordisk standard typ ASSA 8765, 410 eller DORMA 912,919 och behöver varken DB-50 eller annan elektronik för att ansluta till undercentral UC-50  
- montering på vanliga dörrar med godkända regellås av nordisk standardtyp ASSA 8765, 410 eller DORMA 912

och behöver varken DB-50 eller annan elektronik för att ansluta till undercentral UC-50  
- montering på vanliga dörrar med godkända regellås av nordisk standardtyp ASSA 8765, 410 eller DORMA 912
och behöver varken DB-50 eller annan elektronik för att ansluta till undercentral UC-50  
- nner- och ytterdörrar med höga säkerhetskrav som  
- nner- och ytterdörrar med höga säkerhetskrav som<br>utsätts för tuffa väderförhållanden  
- nner- och ytterdörrar med höga<br>säkerhetskrav som utsätts för tuffa<br>väderförhållanden  
- nnerdörrar med höga säkerhetskrav<br>som utsätts för tuffa väderförhållanden  
- nstallation i branddörrar  
- olika dörrmiljöer, till exempel garagedörrar  
- styrenheten   4 mm tjock glaspanel  <br>Händelselogg   Integrerat EAL5+-certifierat säkerhetselement  <br>ECDSA- och AES-kryptering  
- säkerhetsområden  
- utmärkt för alla typer av dörrar, kulturmärkta byggnader och dörrar med metallkarm  
- utmärkt för dörrar som avgränsar två områden  
- utomhus
- › Passar alla konventionella lås
- › Passar flerpunktslås
- › Drivs med vanliga CR2 batterier
- › 90 minuters brandskydd
- › ECDSA- och AES-kryptering för säker anslutning mellan komponenter

(_page_52_Picture_9  
- utomhus
- › Passar alla konventionella lås
- › Passar flerpunktslås
- › Drivs med vanliga CR2 batterier
- › 90 minuters brandskydd
- › ECDSA- och AES-kryptering för säker anslutning mellan komponenter
(_page_52_Picture_9  
- vanliga inner- och ytterdörrar med modullåshus av nordisk standard och behöver varken DB eller annan elektronik för att ansluta till undercentral UC-50  
- ytterdörrar med höga säkerhetskrav som<br>utsätts för tuffa väderförhållanden  
- ytterdörrar med höga säkerhetskrav<br>som utsätts för tuffa väderförhållanden  
","0.7200000000000001","**IT-struktur i R-CARD M5**"
"-c 52230","# Kompatibilitetsinformation för 3.2 Synlig indikation av switchens drift (se Tabell 8).

**Artikelnummer:** 52230  

### Passar till
- löpande drift är den inte utrustad med en strömbrytare och därför måste ett lämpligt överbelastningsskydd tillämpas i strömförsörjningskretsen  
- oavbruten strömförsörjning av 4 IP-enheter  
","0.8","**3.2 Synlig indikation av switchens drift (se Tabell 8).**"
"-c ""**3.2 Synlig indikation av switchens drift (se Tabell 8).**""","# Kompatibilitetsinformation för 3.2 Synlig indikation av switchens drift (se Tabell 8).

**Artikelnummer:** 52230  

### Passar till
- löpande drift är den inte utrustad med en strömbrytare och därför måste ett lämpligt överbelastningsskydd tillämpas i strömförsörjningskretsen  
- oavbruten strömförsörjning av 4 IP-enheter  
","0.7200000000000001","**3.2 Synlig indikation av switchens drift (se Tabell 8).**"
"-c 3004850","# Kompatibilitetsinformation för Tabell1. (Se bild. 2)

**Artikelnummer:** 3004850  

### Passar till
- avbrottsfri strömförsörjning av 8 IP-enheter  
- löpande drift är den inte utrustad med en strömbrytare och därför måste ett lämpligt överbelastningsskydd tillämpas i strömförsörjningskretsen  
","0.8","**Tabell1. (Se bild. 2)**"
"-c ""**Tabell1. (Se bild. 2)**""","# Kompatibilitetsinformation för Tabell1. (Se bild. 2)

**Artikelnummer:** 3004850  

### Passar till
- avbrottsfri strömförsörjning av 8 IP-enheter  
- löpande drift är den inte utrustad med en strömbrytare och därför måste ett lämpligt överbelastningsskydd tillämpas i strömförsörjningskretsen  
","0.7200000000000001","**Tabell1. (Se bild. 2)**"
"-c 002404","# Kompatibilitetsinformation för Fire Module 4 Outputs

**Artikelnummer:** 002404  

### Passar till
- enheten innan montering sker  
- kortet i<br>samtliga batteribackuper FLX S, FLX M<br>och FLX L samt för 19 rack DIN module<br>holder, se nedan  
- med enheten innan montering sker  
- mekanisk är det inte säkert att det stödjs elektriskt  
- plint P3 + och P4 -  
- även i  
","0.8","Fire Module 4 Outputs"
"-c ""Fire Module 4 Outputs""","# Kompatibilitetsinformation för Fire Module 4 Outputs

**Artikelnummer:** 002404  

### Passar till
- enheten innan montering sker  
- kortet i<br>samtliga batteribackuper FLX S, FLX M<br>och FLX L samt för 19 rack DIN module<br>holder, se nedan  
- med enheten innan montering sker  
- mekanisk är det inte säkert att det stödjs elektriskt  
- plint P3 + och P4 -  
- även i  
","0.7200000000000001","Fire Module 4 Outputs"
"-c 10024","# Kompatibilitetsinformation för NEO FLX M Display

**Artikelnummer:** 10024  

### Passar till
- både AGM-batterier och litium LiFePO4-batterier  
","0.8","NEO FLX M Display"
"-c ""NEO FLX M Display""","# Kompatibilitetsinformation för NEO FLX M Display

**Artikelnummer:** 10024  

### Passar till
- både AGM-batterier och litium LiFePO4-batterier  
","0.7200000000000001","NEO FLX M Display"
"-c 5172451","# Kompatibilitetsinformation för Ungefärliga batteritider

**Artikelnummer:** 5172451  

### Passar till
- PoE-switchens batterianslutning 
# Ungefärliga batteritider
En dörrmiljö med läsarterminal med inaktivt elektriskt lås motsvarar normalt en last på mindre än 6W  
- batterianslutningen, koppla batterierna i serie med medföljande kablage  
","0.8","Ungefärliga batteritider"
"-c ""Ungefärliga batteritider""","# Kompatibilitetsinformation för Ungefärliga batteritider

**Artikelnummer:** 5172451  

### Passar till
- PoE-switchens batterianslutning 
# Ungefärliga batteritider
En dörrmiljö med läsarterminal med inaktivt elektriskt lås motsvarar normalt en last på mindre än 6W  
- batterianslutningen, koppla batterierna i serie med medföljande kablage  
","0.7200000000000001","Ungefärliga batteritider"
"-c 001001","# Kompatibilitetsinformation för Produkt 001001

**Artikelnummer:** 001001  

### Passar till
- PoE-switchens batterianslutning 

# Ungefärliga batteritider

En dörrmiljö med läsarterminal med inaktivt elektriskt lås motsvarar normalt en last på mindre än 6W  
- batterianslutningen, koppla batterierna i serie med medföljande kablage  
","0.8","Produkt 001001"
"-c 61000","# Kompatibilitetsinformation för Produkt 61000

**Artikelnummer:** 61000  
","0.72","Produkt 61000"
"-c 62040","# Kompatibilitetsinformation för SINUS UPS

**Artikelnummer:** 62040  

### Passar till
- NÖDLJUSSTYRNING

Tändfas saknas  
- NÖDLJUSSTYRNING
Tändfas saknas  
- fast installation  
","0.8","SINUS UPS"
"-c ""SINUS UPS""","# Kompatibilitetsinformation för SINUS UPS

**Artikelnummer:** 62040  

### Passar till
- NÖDLJUSSTYRNING

Tändfas saknas  
- NÖDLJUSSTYRNING
Tändfas saknas  
- fast installation  
","0.7200000000000001","SINUS UPS"
"-c 50464773","# Kompatibilitetsinformation för 7. ANSLUT TILL PRO3-KORT

**Artikelnummer:** 50464773  

### Passar till
- alla enheter i produktserien  
","0.8","7. ANSLUT TILL PRO3-KORT"
"-c ""7. ANSLUT TILL PRO3-KORT""","# Kompatibilitetsinformation för 7. ANSLUT TILL PRO3-KORT

**Artikelnummer:** 50464774  

### Passar till
- alla enheter i produktserien  
","0.7200000000000001","7. ANSLUT TILL PRO3-KORT"
"-c 50464774","# Kompatibilitetsinformation för 7. ANSLUT TILL PRO3-KORT

**Artikelnummer:** 50464774  

### Passar till
- alla enheter i produktserien  
","0.8","7. ANSLUT TILL PRO3-KORT"
"-c 50464883","# Kompatibilitetsinformation för SM40 0,5-10A STRÖMFÖRSÖRJNING MED PLATS FÖR BATTERIER

**Artikelnummer:** 50464883  
","0.72","SM40 0,5-10A STRÖMFÖRSÖRJNING MED PLATS FÖR BATTERIER"
"-c ""SM40 0,5-10A STRÖMFÖRSÖRJNING MED PLATS FÖR BATTERIER""","# Kompatibilitetsinformation för SM40 0,5-10A STRÖMFÖRSÖRJNING MED PLATS FÖR BATTERIER

**Artikelnummer:** 50464884  
","0.648","SM40 0,5-10A STRÖMFÖRSÖRJNING MED PLATS FÖR BATTERIER"
"-c 50464884","# Kompatibilitetsinformation för SM40 0,5-10A STRÖMFÖRSÖRJNING MED PLATS FÖR BATTERIER

**Artikelnummer:** 50464884  
","0.72","SM40 0,5-10A STRÖMFÖRSÖRJNING MED PLATS FÖR BATTERIER"
"-c 161207","# Kompatibilitetsinformation för USERMANUAL

**Artikelnummer:** 161207  

### Passar till
- att släcka bränder i exempelvis datarum, elektriska installationer, storkök etc  
- ditt bruksområde enligt informationen på brandsläckarens etikett  
- släckning av bränder i olika material såsom brandfarliga vätskor och kemikalier  
- till ditt bruksområde enligt informationen på brandsläckarens etikett  
","0.8","USERMANUAL"
"-c ""USERMANUAL""","# Kompatibilitetsinformation för USERMANUAL

**Artikelnummer:** 161207  

### Passar till
- att släcka bränder i exempelvis datarum, elektriska installationer, storkök etc  
- ditt bruksområde enligt informationen på brandsläckarens etikett  
- släckning av bränder i olika material såsom brandfarliga vätskor och kemikalier  
- till ditt bruksområde enligt informationen på brandsläckarens etikett  
","0.7200000000000001","USERMANUAL"
"-c 14406","# Kompatibilitetsinformation för HANDLING VED BRUK AV BRANNSLOKKEREN

**Artikelnummer:** 14406  

### Passar till
- ditt bruksområde enligt informationen på brandsläckarens etikett  
- till ditt bruksområde enligt informationen på brandsläckarens etikett  
","0.8","HANDLING VED BRUK AV BRANNSLOKKEREN"
"-c ""HANDLING VED BRUK AV BRANNSLOKKEREN""","# Kompatibilitetsinformation för HANDLING VED BRUK AV BRANNSLOKKEREN

**Artikelnummer:** 14406  

### Passar till
- ditt bruksområde enligt informationen på brandsläckarens etikett  
- till ditt bruksområde enligt informationen på brandsläckarens etikett  
","0.7200000000000001","HANDLING VED BRUK AV BRANNSLOKKEREN"
"-c 210705","# Kompatibilitetsinformation för Produkt 210705

**Artikelnummer:** 210705  

### Passar till
- ditt bruksområde enligt informationen på brandsläckarens etikett  
- till ditt bruksområde enligt informationen på brandsläckarens etikett  
","0.8","Produkt 210705"
"-c 817121","# Kompatibilitetsinformation för Produkt 817121

**Artikelnummer:** 817121  
","0.8","Produkt 817121"
"-c 40040","# Kompatibilitetsinformation för 2. ANVÄNDNINGSOMRÅDE

**Artikelnummer:** 40040  

### Passar till
- en matningsspänning och har en reläutgång som ansluts till larmslingan på vanligt sätt  
- ett och samma interface  
- valfri centralapparat  
","0.8","**2. ANVÄNDNINGSOMRÅDE**"
"-c ""**2. ANVÄNDNINGSOMRÅDE**""","# Kompatibilitetsinformation för 2. ANVÄNDNINGSOMRÅDE

**Artikelnummer:** 40040  

### Passar till
- en matningsspänning och har en reläutgång som ansluts till larmslingan på vanligt sätt  
- ett och samma interface  
- valfri centralapparat  
","0.7200000000000001","**2. ANVÄNDNINGSOMRÅDE**"
"-c 168434","# Kompatibilitetsinformation för Säkerhetsdatablad enligt rådets förordning (EG) nr 1907/2006

**Artikelnummer:** 168434  
","0.8","**Säkerhetsdatablad enligt rådets förordning (EG) nr 1907/2006**"
"-c ""**Säkerhetsdatablad enligt rådets förordning (EG) nr 1907/2006**""","# Kompatibilitetsinformation för Säkerhetsdatablad enligt rådets förordning (EG) nr 1907/2006

**Artikelnummer:** 168434  
","0.7200000000000001","**Säkerhetsdatablad enligt rådets förordning (EG) nr 1907/2006**"
"-c 1647200","# Kompatibilitetsinformation för LIMSATS GDK 100 (E-NR 1647200)

**Artikelnummer:** 1647200  
","0.8","**LIMSATS GDK 100 (E-NR 1647200)**"
"-c ""**LIMSATS GDK 100 (E-NR 1647200)**""","# Kompatibilitetsinformation för LIMSATS GDK 100 (E-NR 1647200)

**Artikelnummer:** 1647200  
","0.7200000000000001","**LIMSATS GDK 100 (E-NR 1647200)**"
"-c 50025666","# Kompatibilitetsinformation för Produkt 50025666

**Artikelnummer:** 50025666  

### Passar till
- all inredning  
- alla miljöer och användare

1X-systemets mångsidighet gynnar fastighetsägare och installatörer  
- alla miljöer och användare
1X-systemets mångsidighet gynnar fastighetsägare och installatörer  
- med all inredning  
","0.8","Produkt 50025666"
"-c 28010","# Kompatibilitetsinformation för Produkt 28010

**Artikelnummer:** 28010  

### Passar till
- att övervaka två sektioner som du ansluter med normalt öppna eller normalt slutna kontakter  
- kompatibla multiplexsystem, använder två multiplex sektionsadresser och övervakar upp till två separata sektioner  
","0.8","Produkt 28010"
"-c 0000281","# Kompatibilitetsinformation för Ett dokumenterat tryggt val

**Artikelnummer:** 0000281  

### Passar till
- dormakabas paniksortiment PHA och PHB
- Passar till dormkaba nödutrymningsplatta Exit pad
- Montering av PHM påverkar inte Exit pad / PHA / PHBs certifiering  
- en-, två- och trepunktslåsning
- Passar till dormakabas paniksortiment PHA och PHB
- Passar till dormkaba nödutrymningsplatta Exit pad
- Montering av PHM påverkar inte Exit pad / PHA / PHBs certifiering  
- till dormakabas paniksortiment PHA och PHB
- Passar till dormkaba nödutrymningsplatta Exit pad
- Montering av PHM påverkar inte Exit pad / PHA / PHBs certifiering  
","0.8","Ett dokumenterat tryggt val"
"-c ""Ett dokumenterat tryggt val""","# Kompatibilitetsinformation för Ett dokumenterat tryggt val

**Artikelnummer:** 0000281  

### Passar till
- dormakabas paniksortiment PHA och PHB
- Passar till dormkaba nödutrymningsplatta Exit pad
- Montering av PHM påverkar inte Exit pad / PHA / PHBs certifiering  
- en-, två- och trepunktslåsning
- Passar till dormakabas paniksortiment PHA och PHB
- Passar till dormkaba nödutrymningsplatta Exit pad
- Montering av PHM påverkar inte Exit pad / PHA / PHBs certifiering  
- till dormakabas paniksortiment PHA och PHB
- Passar till dormkaba nödutrymningsplatta Exit pad
- Montering av PHM påverkar inte Exit pad / PHA / PHBs certifiering  
","0.7200000000000001","Ett dokumenterat tryggt val"
"-c 415006","# Kompatibilitetsinformation för 1X-F-serien installationsmanualen

**Artikelnummer:** 415006  

### Passar till
- 110 V och 60 Hz eller 240 V och 50 Hz  
- att konfigurera kontrollpaneler att upprepa status för kontrollpaneler i nätverket med sektions-LED  
- att snabbt kunna konfigurera installationsalternativ som täcker de flesta applikationerna  
- installatörer för konfiguration av väldigt specifika applikationer där alla avancerade funktioner som finns tillgängliga på kontrollpanelen erfordras  
","0.8","1X-F-serien installationsmanualen"
"-c ""1X-F-serien installationsmanualen""","# Kompatibilitetsinformation för 1X-F-serien installationsmanualen

**Artikelnummer:** 415006  

### Passar till
- 110 V och 60 Hz eller 240 V och 50 Hz  
- att konfigurera kontrollpaneler att upprepa status för kontrollpaneler i nätverket med sektions-LED  
- att snabbt kunna konfigurera installationsalternativ som täcker de flesta applikationerna  
- installatörer för konfiguration av väldigt specifika applikationer där alla avancerade funktioner som finns tillgängliga på kontrollpanelen erfordras  
","0.7200000000000001","1X-F-serien installationsmanualen"
"-c 429200","# Kompatibilitetsinformation för *1.1 Nyheter och förbättringar*

**Artikelnummer:** 429200  

### Passar till
- Control Medi  
- Control Medi26  
- uttaget på sidan av Control Medi  
- uttaget på sidan av Control Medi Multi  
","0.8","*1.1 Nyheter och förbättringar*"
"-c ""*1.1 Nyheter och förbättringar*""","# Kompatibilitetsinformation för *1.1 Nyheter och förbättringar*

**Artikelnummer:** 429200  

### Passar till
- Control Medi  
- Control Medi26  
- uttaget på sidan av Control Medi  
- uttaget på sidan av Control Medi Multi  
","0.7200000000000001","*1.1 Nyheter och förbättringar*"
"-c 50026456","# Kompatibilitetsinformation för ASSA LCU9101

**Artikelnummer:** 50026456  
","0.72","ASSA LCU9101"
"-c ""ASSA LCU9101""","# Kompatibilitetsinformation för ASSA LCU9101

**Artikelnummer:** 50026456  
","0.648","ASSA LCU9101"
"-c 6332877","# Kompatibilitetsinformation för Produkt 6332877

**Artikelnummer:** 6332877  

### Passar till
- de flesta typer av säkerhetsinstallationer  
- drar reläet  
- till de flesta typer av säkerhetsinstallationer  
","0.8","Produkt 6332877"
"-c 50090682","# Kompatibilitetsinformation för Passiv IR-detektor BRAVO 6

**Artikelnummer:** 50090682  

### Passar till
- detektorn tänds lysdioden och indikerar att uppvärmning pågår  
","0.8","Passiv IR-detektor BRAVO 6"
"-c ""Passiv IR-detektor BRAVO 6""","# Kompatibilitetsinformation för Passiv IR-detektor BRAVO 6

**Artikelnummer:** 50090682  

### Passar till
- detektorn tänds lysdioden och indikerar att uppvärmning pågår  
","0.7200000000000001","Passiv IR-detektor BRAVO 6"
"-c 65002","# Kompatibilitetsinformation för Produkt 65002

**Artikelnummer:** 65002  
","0.72","Produkt 65002"
"-c 00275","# Kompatibilitetsinformation för AIRBORNE DC

**Artikelnummer:** 00275  

### Passar till
- larmsändaren  
","0.8","AIRBORNE DC"
"-c ""AIRBORNE DC""","# Kompatibilitetsinformation för AIRBORNE DC

**Artikelnummer:** 00275  

### Passar till
- larmsändaren  
","0.7200000000000001","AIRBORNE DC"
